# Course <--> Period Constraints 

IE0209A Mon_17-19 
IE0209A Tue_17-19 
IE0209A Wed_17-19 
IE0209A Thu_17-19 
IE0209A Fri_17-19 


IE0527 Tue_9-12 
IE0527 Wed_9-12 
IE0527 Thu_9-12 
IE0527 Fri_9-12 

IE0615A Fri_13-15 
IE0615A Tue_15-17 
IE0615A Tue_17-19 

IE0323B Fri_9-12 
IE0323B Fri_13-15 
IE0323B Fri_15-17 
IE0323B Fri_17-19 

###
